-1	2
-1	2
-1	2
-1	2
-1	2
-1	2
2	2
41	2
38	2
34	2
31	2
29	2
29	2
66	2
60	2
55	2
50	2
46	2
44	2
80	2
73	2
67	2
61	2
56	2
53	2
89	2
81	2
74	2
68	2
62	2
59	2
94	2
86	2
78	2
72	2
65	2
60	2
55	2
50	2
45	2
42	2
38	2
35	2
32	2
29	2
26	2
24	2
22	2
20	2
18	2
17	2
15	2
14	2
13	2
11	2
10	2
9	2
9	2
8	2
7	2
6	2
6	2
5	2
5	2
4	2
4	2
3	2
3	2
3	2
2	2
2	2
2	2
2	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
-1	2
-1	2
-1	3
-1	3
-1	3
-1	3
-1	3
-1	3
-1	3
-1	3
-1	3
-1	3
-1	3
2	3
41	3
38	3
34	3
31	3
29	3
28	3
66	3
60	3
55	3
50	3
46	3
44	3
80	3
73	3
67	3
61	3
56	3
53	3
89	3
81	3
74	3
68	3
62	3
59	3
94	3
86	3
78	3
71	3
65	3
60	3
55	3
50	3
45	3
42	3
38	3
35	3
32	3
29	3
26	3
24	3
22	3
20	3
18	3
17	3
15	3
14	3
12	3
11	3
10	3
9	3
9	3
8	3
7	3
6	3
6	3
5	3
5	3
4	3
4	3
3	3
3	3
3	3
2	3
2	3
2	3
2	3
1	3
1	3
1	3
1	3
1	3
1	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
-1	4
2	4
41	4
38	4
34	4
32	4
29	4
29	4
66	4
60	4
55	4
50	4
46	4
44	4
81	4
74	4
67	4
61	4
56	4
54	4
89	4
81	4
74	4
68	4
62	4
57	4
52	4
47	4
43	4
39	4
36	4
33	4
30	4
27	4
25	4
23	4
21	4
19	4
17	4
16	4
14	4
13	4
12	4
11	4
10	4
9	4
8	4
7	4
7	4
6	4
5	4
5	4
4	4
4	4
3	4
3	4
3	4
3	4
2	4
2	4
2	4
2	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
-1	5
-1	5
-1	5
-1	5
-1	5
-1	5
-1	5
-1	5
-1	5
-1	5
-1	5
2	5
41	5
38	5
34	5
31	5
29	5
29	5
66	5
60	5
55	5
50	5
46	5
44	5
80	5
74	5
67	5
61	5
56	5
54	5
89	5
81	5
74	5
68	5
62	5
59	5
94	5
86	5
78	5
72	5
65	5
60	5
55	5
50	5
46	5
42	5
38	5
35	5
32	5
29	5
26	5
24	5
22	5
20	5
18	5
17	5
15	5
14	5
12	5
11	5
10	5
9	5
9	5
8	5
7	5
6	5
6	5
5	5
5	5
4	5
4	5
3	5
3	5
3	5
3	5
2	5
2	5
2	5
2	5
1	5
1	5
1	5
1	5
1	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
-1	6
-1	6
-1	6
-1	6
-1	6
-1	6
-1	6
-1	6
-1	6
-1	6
-1	6
-1	6
2	6
41	6
38	6
34	6
31	6
31	6
68	6
62	6
57	6
52	6
47	6
46	6
82	6
75	6
68	6
62	6
57	6
54	6
90	6
82	6
75	6
68	6
62	6
59	6
94	6
86	6
79	6
72	6
66	6
60	6
55	6
50	6
46	6
42	6
38	6
35	6
32	6
29	6
26	6
24	6
22	6
20	6
18	6
17	6
15	6
14	6
13	6
11	6
10	6
9	6
9	6
8	6
7	6
6	6
6	6
5	6
5	6
4	6
4	6
3	6
3	6
3	6
3	6
2	6
2	6
2	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
-1	7
-1	7
-1	7
-1	7
-1	7
-1	7
-1	7
-1	7
-1	7
-1	7
-1	7
2	7
41	7
38	7
35	7
32	7
29	7
29	7
66	7
60	7
55	7
50	7
46	7
44	7
80	7
73	7
67	7
61	7
56	7
54	7
89	7
81	7
74	7
68	7
62	7
59	7
94	7
86	7
78	7
72	7
65	7
60	7
55	7
50	7
45	7
42	7
38	7
35	7
32	7
29	7
26	7
24	7
22	7
20	7
18	7
17	7
15	7
14	7
13	7
11	7
10	7
9	7
9	7
8	7
7	7
6	7
6	7
5	7
5	7
4	7
4	7
3	7
3	7
3	7
3	7
2	7
2	7
2	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
